ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,Label
1745480608.348027,Cslar424cpxvE5A9L7,192.168.1.27,36766,36.86.63.185,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,BENIGN
1745480603.50141,COtc0I3umSMnuxF6x3,192.168.1.27,56736,216.239.38.120,443,tcp,-,1.267033,0,127183,SHR,T,F,0,^hCacdCcf,0,0,56,46192,-,BENIGN
1745480609.716011,CcWKpQ28l4ibOSvyb2,192.168.1.27,60718,146.75.74.62,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,BENIGN
1745480610.077124,C8Tg67i5m4SEM9Z53,192.168.1.27,52906,36.91.231.50,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,BENIGN
1745480599.981116,ClhCCPhSgeue0ehyk,192.168.1.27,35274,36.91.231.50,443,tcp,-,5.124582,0,597,RSTO,T,F,0,^hCadftR,2,80,10,1149,-,BENIGN
1745480609.116758,C4bY7ahWUoka2MCsf,192.168.1.27,36762,36.86.63.185,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,BENIGN
1745480609.37185,CkBAkq4IFQ0izFgusc,192.168.1.27,36766,36.86.63.185,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,BENIGN
1745480580.813252,Ct1g9U2dtz2YZH5MRg,fe80::4d6:918a:8ec7:56d,5353,ff02::fb,5353,udp,dns,13.007962,292,0,S0,T,F,0,D,4,484,0,0,-,BENIGN
1745480580.719389,CzA4pf41yttgjt6M3e,192.168.1.28,5353,224.0.0.251,5353,udp,dns,12.999232,292,0,S0,T,F,0,D,4,404,0,0,-,BENIGN
1745480605.858244,CA3fOC4ujDO9uTJD9c,192.168.1.27,36756,36.86.63.185,443,tcp,-,0.154866,0,2640,RSTO,T,F,0,^hCadtfR,2,80,10,3237,-,BENIGN
1745480140.79939,ChzZLS2palTC5nJlVb,192.168.1.27,52870,142.251.12.101,443,tcp,-,170.292300,0,5228,SHR,T,F,0,^hCacdCf,0,0,12,1357,-,BENIGN
1745480610.140836,CI7RdPCN7tnlfp4Ci,192.168.1.27,36762,36.86.63.185,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,BENIGN
1745480551.213605,C28fpd48Uz2YggiDbl,192.168.1.27,38345,36.92.236.76,443,udp,-,0.047461,0,6956,SHR,T,F,0,Cd,0,0,11,7264,-,BENIGN
1745480611.852078,CMUdNA4bB2ZLsSDXT9,192.168.1.27,58246,103.102.166.224,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,BENIGN
1745480611.978467,CWnduq2EOhnULlZHb2,192.168.1.27,58260,103.102.166.224,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,BENIGN
1745480602.892483,C10CAJ3SD3JCUyIYil,192.168.1.27,42100,118.98.115.77,53,udp,dns,0.017296,0,144,SHR,T,F,0,Cd,0,0,1,172,-,BENIGN
1745480602.892709,C3oL6J3orPHtUAhWkh,192.168.1.27,60816,118.98.115.77,53,udp,dns,0.005199,0,188,SHR,T,F,0,Cd,0,0,1,216,-,BENIGN
1745480602.892835,C1oGcn1Bhh1Z9iVOVi,192.168.1.27,35051,118.98.115.77,53,udp,dns,0.014458,0,188,SHR,T,F,0,Cd,0,0,1,216,-,BENIGN
1745480602.894597,C7NpJA3xjYzhlaLwAf,192.168.1.27,59886,118.98.115.77,53,udp,dns,0.017764,0,126,SHR,T,F,0,Cd,0,0,1,154,-,BENIGN
1745480602.896082,C3tFmg5HpGOIPgbae,192.168.1.27,37521,118.98.115.77,53,udp,dns,0.004056,0,72,SHR,T,F,0,Cd,0,0,1,100,-,BENIGN
1745480602.898204,CQzLUz3CeHFe5PD0uf,192.168.1.27,48877,118.98.115.77,53,udp,dns,0.004240,0,84,SHR,T,F,0,Cd,0,0,1,112,-,BENIGN
1745480602.8984,C2tBNv2x5sQjpl03Fi,192.168.1.27,42980,118.98.115.77,53,udp,dns,0.005713,0,101,SHR,T,F,0,Cd,0,0,1,129,-,BENIGN
1745480602.899733,CsoeXm1ENOco8O43nj,192.168.1.27,52526,118.98.115.77,53,udp,dns,0.006353,0,116,SHR,T,F,0,Cd,0,0,1,144,-,BENIGN
1745480602.900183,C5VfFx3NB1gCN2T9dh,192.168.1.27,59695,118.98.115.77,53,udp,dns,0.019742,0,185,SHR,T,F,0,Cd,0,0,1,213,-,BENIGN
1745480602.902352,CoTfeb3FKgieMw59Nj,192.168.1.27,60622,118.98.115.77,53,udp,dns,0.004941,0,116,SHR,T,F,0,Cd,0,0,1,144,-,BENIGN
1745480602.903143,Cw5sZp4UzQV8gX1fNg,192.168.1.27,47997,118.98.115.77,53,udp,dns,0.004150,0,195,SHR,T,F,0,Cd,0,0,1,223,-,BENIGN
1745480602.90337,CBU5tAGT5NeJMC0Fe,192.168.1.27,35580,118.98.115.77,53,udp,dns,0.041213,0,116,SHR,T,F,0,Cd,0,0,1,144,-,BENIGN
1745480602.903494,CjbWwj1qmbWYtYOFA9,192.168.1.27,41521,118.98.115.77,53,udp,dns,0.017079,0,91,SHR,T,F,0,Cd,0,0,1,119,-,BENIGN
1745480602.903602,CBtsN2vqaKFnzvaSi,192.168.1.27,60026,118.98.115.77,53,udp,dns,0.005420,0,103,SHR,T,F,0,Cd,0,0,1,131,-,BENIGN
1745480602.903708,CLk4ubLkABtOAD0u,192.168.1.27,57642,118.98.115.77,53,udp,dns,0.004449,0,143,SHR,T,F,0,Cd,0,0,1,171,-,BENIGN
1745480602.903936,CSONbP3MhCafeOp1E1,192.168.1.27,35488,118.98.115.77,53,udp,dns,0.005086,0,99,SHR,T,F,0,Cd,0,0,1,127,-,BENIGN
1745480602.90406,CilfRe4BO4VB4M21Ql,192.168.1.27,57726,118.98.115.77,53,udp,dns,0.017178,0,99,SHR,T,F,0,Cd,0,0,1,127,-,BENIGN
1745480602.904179,CNKmQOxUN2jlfJxu,192.168.1.27,54834,118.98.115.77,53,udp,dns,0.005076,0,91,SHR,T,F,0,Cd,0,0,1,119,-,BENIGN
1745480602.904562,CMNQGg2obDEDK0efYi,192.168.1.27,51290,118.98.115.77,53,udp,dns,0.014778,0,127,SHR,T,F,0,Cd,0,0,1,155,-,BENIGN
1745480602.90539,CSa9XE3D9g0OIPQ7Y1,192.168.1.27,59522,118.98.115.77,53,udp,dns,0.004389,0,136,SHR,T,F,0,Cd,0,0,1,164,-,BENIGN
1745480602.908768,CWvtGjly8gSc2LUd5,192.168.1.27,35883,118.98.115.77,53,udp,dns,0.005791,0,116,SHR,T,F,0,Cd,0,0,1,144,-,BENIGN
1745480602.909395,CyyoFNTCMNJ9m8yw2,192.168.1.27,35187,118.98.115.77,53,udp,dns,0.015716,0,116,SHR,T,F,0,Cd,0,0,1,144,-,BENIGN
1745480602.910246,CXNSqw45xI75OXyOpk,192.168.1.27,38634,118.98.115.77,53,udp,dns,0.023274,0,111,SHR,T,F,0,Cd,0,0,1,139,-,BENIGN
1745480602.912609,CMSFPN0dqxTKAQG72,192.168.1.27,51615,118.98.115.77,53,udp,dns,0.005501,0,98,SHR,T,F,0,Cd,0,0,1,126,-,BENIGN
1745480602.912882,Cj9KTD9CKLQ7uN8R5,192.168.1.27,40896,118.98.115.77,53,udp,dns,0.074605,0,248,SHR,T,F,0,Cd,0,0,1,276,-,BENIGN
1745480602.913162,CaqsMw3EyLw283Ew23,192.168.1.27,52253,118.98.115.77,53,udp,dns,0.020358,0,296,SHR,T,F,0,Cd,0,0,1,324,-,BENIGN
1745480602.914289,CxOwpk2gwiz0Unw7vc,192.168.1.27,57138,118.98.115.77,53,udp,dns,0.037139,0,128,SHR,T,F,0,Cd,0,0,1,156,-,BENIGN
1745480611.164474,CfzOT73DchWX3JmKYf,192.168.1.27,36762,36.86.63.185,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,BENIGN
1745480603.470452,CKkBFz2gglWLxEC92h,192.168.1.27,33119,118.98.115.77,53,udp,dns,0.005147,0,89,SHR,T,F,0,Cd,0,0,1,117,-,BENIGN
1745480603.470729,Cve1Qx3A6d5LbvWop3,192.168.1.27,42581,118.98.115.77,53,udp,dns,0.006246,0,155,SHR,T,F,0,Cd,0,0,1,183,-,BENIGN
1745480604.079045,CIYA3F1PwU6ZDG7KE2,192.168.1.27,53326,118.98.115.77,53,udp,dns,0.004431,0,151,SHR,T,F,0,Cd,0,0,1,179,-,BENIGN
1745480604.079292,CLNFP01m1YsBlQZqL5,192.168.1.27,42014,118.98.115.77,53,udp,dns,0.004185,0,167,SHR,T,F,0,Cd,0,0,1,195,-,BENIGN
1745480604.256021,CiRybp3NVJa0kqTsdg,192.168.1.27,49891,118.98.115.77,53,udp,dns,0.004104,0,62,SHR,T,F,0,Cd,0,0,1,90,-,BENIGN
1745480604.256345,CkAnHjuJ13NcoBqv9,192.168.1.27,52452,118.98.115.77,53,udp,dns,0.003780,0,74,SHR,T,F,0,Cd,0,0,1,102,-,BENIGN
1745480604.256796,CxhijV1GqCOKswdO8e,192.168.1.27,47082,118.98.115.77,53,udp,dns,0.003889,0,60,SHR,T,F,0,Cd,0,0,1,88,-,BENIGN
1745480604.256925,COgoHG3Qxvx3rr4x74,192.168.1.27,56432,118.98.115.77,53,udp,dns,0.003760,0,72,SHR,T,F,0,Cd,0,0,1,100,-,BENIGN
1745480604.257013,CCO4Om0MhA7vsMrAg,192.168.1.27,37852,118.98.115.77,53,udp,dns,0.004427,0,101,SHR,T,F,0,Cd,0,0,1,129,-,BENIGN
1745480614.244455,CDR4wr2mDMCAOouEu2,192.168.1.27,47974,103.102.166.240,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,BENIGN
1745480604.362161,Ckvom53GiOdiXppUwd,192.168.1.27,33470,118.98.115.77,53,udp,dns,0.015893,0,134,SHR,T,F,0,Cd,0,0,1,162,-,BENIGN
1745480604.364101,CKcje423MNVjdiNkD,192.168.1.27,32825,118.98.115.77,53,udp,dns,0.013953,0,197,SHR,T,F,0,Cd,0,0,1,225,-,BENIGN
1745480604.378397,C61KiiRwumCnRTPDk,192.168.1.27,42656,118.98.115.77,53,udp,dns,0.017605,0,156,SHR,T,F,0,Cd,0,0,1,184,-,BENIGN
1745480604.428561,CZc3J6148SS6U59LWc,192.168.1.27,49814,118.98.115.77,53,udp,dns,0.004466,0,99,SHR,T,F,0,Cd,0,0,1,127,-,BENIGN
1745480604.42898,CmvBwn3W6YgyrYsw81,192.168.1.27,41721,118.98.115.77,53,udp,dns,0.004047,0,111,SHR,T,F,0,Cd,0,0,1,139,-,BENIGN
1745480604.429445,CqLYoC4J5KFRn6kbY4,192.168.1.27,52104,118.98.115.77,53,udp,dns,0.003795,0,140,SHR,T,F,0,Cd,0,0,1,168,-,BENIGN
1745480604.433373,CIAI3z4NKpyoa3dACj,192.168.1.27,48980,118.98.115.77,53,udp,dns,0.005299,0,122,SHR,T,F,0,Cd,0,0,1,150,-,BENIGN
1745480604.610282,CvYtGE28Wa4oc4STvk,192.168.1.27,56914,118.98.115.77,53,udp,dns,0.004268,0,117,SHR,T,F,0,Cd,0,0,1,145,-,BENIGN
1745480604.61046,ChsIUa4cFR7WoJn197,192.168.1.27,41820,118.98.115.77,53,udp,dns,0.005860,0,110,SHR,T,F,0,Cd,0,0,1,138,-,BENIGN
1745480604.755677,CGvfrp3PrKG0ECNlw5,192.168.1.27,44898,118.98.115.77,53,udp,dns,0.004051,0,101,SHR,T,F,0,Cd,0,0,1,129,-,BENIGN
1745480604.92534,Cc90Ry1qrCTHeHrHb7,192.168.1.27,47260,118.98.115.77,53,udp,dns,0.005052,0,63,SHR,T,F,0,Cd,0,0,1,91,-,BENIGN
1745480604.92555,CrTNvk3NRufSPATlsl,192.168.1.27,49220,118.98.115.77,53,udp,dns,0.004843,0,75,SHR,T,F,0,Cd,0,0,1,103,-,BENIGN
1745480604.925654,CPhF2BO6YS3zbd2Tb,192.168.1.27,50408,118.98.115.77,53,udp,dns,0.004739,0,104,SHR,T,F,0,Cd,0,0,1,132,-,BENIGN
1745480605.004487,CoMBncWyoRtN8zYN4,192.168.1.27,32843,118.98.115.77,53,udp,dns,0.004306,0,73,SHR,T,F,0,Cd,0,0,1,101,-,BENIGN
1745480605.005591,C9UNme1vWvUccBmMdj,192.168.1.27,46334,118.98.115.77,53,udp,dns,0.004656,0,85,SHR,T,F,0,Cd,0,0,1,113,-,BENIGN
1745480605.00591,Ce166U3oxIeM2UqbPb,192.168.1.27,57165,118.98.115.77,53,udp,dns,0.004802,0,107,SHR,T,F,0,Cd,0,0,1,135,-,BENIGN
1745480144.19098,CUUkoXHIATNlcyu51,192.168.1.27,59968,35.244.181.201,443,tcp,-,170.928038,0,5097,SHR,T,F,0,^hCacdtCf,0,0,19,2785,-,BENIGN
